id,prediction,loss
134048,1.049e+04,4209
134050,2496,1447
134051,5173,3065
134052,3188,4333
134054,2392,2314
134071,1502,1129
134072,1700,1096
134075,1978,3028
134082,1700,1114
134083,1121,892.2
134084,2346,640.9
134086,1457,448
134087,1047,1521
134089,2549,3084
134091,2139,1778
134092,1568,2683
134095,2392,1527
134098,1728,1230
134099,3676,8419
134101,1700,1449
134104,2549,3941
134105,1212,917.9
134106,2937,1315
134107,1640,578.8
134109,2564,2956
134116,1909,1397
134120,5740,9461
134122,1194,1097
134123,1121,1182
134125,1853,1161
134138,1409,4043
134141,1121,2245
134143,3285,3941
134147,3389,4825
134148,4490,4281
134149,7473,9341
134154,1457,695
134156,1212,1158
134157,1343,1308
134158,1960,2207
134168,1700,2213
134169,955.4,1065
134171,9609,1080
134173,1331,1311
134175,2521,6583
134182,4330,5200
134183,3295,3390
134184,2549,3120
134187,1009,809.3
134188,3744,4678
134190,751.5,577.6
134195,2024,2028
134196,2796,3061
134198,2996,2166
134204,1155,438.6
134205,1606,907.5
134208,1297,1899
134218,1212,2701
134219,2521,3249
134226,3744,4407
134232,2024,824.5
134233,3305,3311
134243,3295,4014
134247,2392,2930
134255,1536,1763
134257,1297,5151
134258,1978,4607
134264,6794,923.5
134268,2131,1341
134274,1700,2167
134285,1978,853.2
134292,4260,3882
134293,820.7,719.3
134296,1502,1717
134297,663.5,572.2
134298,4791,6028
134304,3558,1734
134310,1878,1813
134311,2374,3912
134322,1159,1463
134324,2131,2892
134327,1.637e+04,8854
134331,2131,971.5
134332,1303,1564
134333,1728,2586
134338,1621,2173
134341,1428,403
134342,2431,1492
134343,868,536.6
134346,1606,3915
134347,3915,5248
134351,4260,3943
134352,717.6,740.6
134353,1606,2191
134354,1568,1747
134355,1395,906.4
134356,1147,1363
134358,6198,1.194e+04
134362,1978,1813
134367,3188,3012
134370,1978,1998
134374,2131,3962
134377,1613,2299
134381,2303,747.5
134382,1424,1015
134386,3295,3903
134387,2046,4009
134389,9528,7526
134394,1502,2059
134396,1331,656.8
134399,1502,1757
134401,1978,2326
134405,838.6,813.8
134407,2431,942
134410,2937,4333
134411,1303,1416
134412,2392,2497
134416,8172,6624
134421,4490,2975
134423,2139,4497
134425,2024,2063
134426,3188,2290
134428,2057,2465
134430,1155,390.6
134431,9072,9957
134432,751.5,755.8
134433,2057,5279
134436,6464,3897
134437,1960,1753
134440,1212,3155
134443,2374,2121
134445,1409,1216
134453,2108,3455
134454,2521,1462
134458,3585,1643
134462,2303,2621
134463,2559,2912
134465,1862,2193
134474,1.122e+04,9453
134476,2057,3929
134477,2131,1550
134479,1279,573.2
134490,2107,2190
134495,2232,1899
134500,926.1,778.6
134503,1212,2569
134509,1121,2177
134513,1212,974.1
134515,3765,3768
134519,2024,1187
134520,4490,3973
134524,1960,2369
134526,1395,926.7
134527,6767,1.289e+04
134532,3892,3874
134543,3295,5591
134547,829.4,1001
134548,7530,7856
134549,5173,5003
134551,4791,4453
134563,1298,577.7
134570,1428,3054
134573,3676,3170
134578,3023,4356
134581,1728,4187
134583,932.8,1067
134587,3528,4655
134589,6198,4043
134593,2232,5577
134594,2884,948.2
134603,3188,3037
134604,751.5,424.8
134607,955.4,378.8
134610,868,1398
134612,2431,5102
134613,2688,3725
134614,6767,3510
134615,1212,3482
134617,829.4,1162
134620,2688,1.061e+04
134625,2057,1837
134626,5340,5760
134628,5283,3890
134629,732.4,546.7
134631,2431,3863
134632,3892,1.784e+04
134633,6464,7401
134634,1960,1516
134635,1409,625.4
134638,1359,926
134640,3277,2816
134643,2678,4067
134644,3744,3099
134645,5740,5907
134647,1194,625
134648,1512,969.9
134652,2996,1435
134653,2232,2806
134654,1700,1232
134658,2131,1147
134660,1960,4562
134661,776.9,1530
134665,2774,1519
134666,994.6,1097
134670,926.1,1243
134678,1853,3519
134681,1700,1189
134683,1074,1625
134685,1009,759.9
134691,3285,1362
134695,5898,5994
134699,6198,7924
134703,2346,5423
134709,1978,4455
134710,8172,7198
134711,1343,3841
134715,932.8,742
134721,4791,6325
134724,1807,4248
134729,732.4,803.2
134730,6359,7125
134731,1009,1324
134734,4490,1652
134735,1728,948.1
134736,4462,5321
134741,784.8,1209
134742,1047,1327
134743,1801,1173
134746,2232,1988
134751,1640,3175
134757,5898,1.046e+04
134758,8651,1.106e+04
134760,1066,1174
134762,2549,2074
134763,5953,5718
134765,1807,1624
134766,4330,6543
134767,1853,7456
134768,1472,1138
134769,2496,1794
134770,1522,2076
134773,2131,1428
134774,2232,1834
134775,1878,4546
134776,2549,1186
134785,1801,2538
134792,1728,1246
134798,1613,1943
134800,1801,808.5
134809,2539,2134
134810,6592,1.018e+04
134813,1074,1159
134815,5387,8298
134816,4186,4474
134817,3295,3363
134819,1728,4265
134824,5294,6335
134829,6464,4116
134830,5283,6437
134833,1853,1690
134834,2232,4721
134835,838.6,624.4
134838,1298,939
134845,808,1236
134846,2356,1818
134850,3676,3275
134851,808,886.3
134852,4523,3309
134854,994.6,798.7
134856,3744,5757
134861,6592,1.394e+04
134865,1212,631.6
134871,3892,1127
134878,2057,2683
134879,3676,3291
134880,3915,5173
134883,1472,1210
134885,3915,3318
134887,1121,1671
134889,1194,1689
134893,1728,2412
134896,1409,1657
134897,1.088e+04,8069
134902,1978,1895
134904,1878,2091
134907,868,911
134912,2057,2036
134915,2796,3153
134919,1502,1726
134922,4791,6419
134923,1074,647.3
134931,1700,3126
134933,4330,921.2
134935,3744,5166
134938,994.6,584.7
134940,1502,1391
134942,5740,6732
134943,4911,8957
134945,1728,3816
134947,2762,2664
134949,3036,3938
134952,3295,3223
134953,1155,1228
134956,2024,951.6
134958,9528,1.091e+04
134960,3036,1975
134963,3676,5894
134964,1074,700
134969,1978,2207
134977,1212,1278
134978,2431,4197
134984,1424,789.9
134986,868,2747
134987,4462,4671
134988,1853,3577
134990,1568,5428
134991,1640,868.5
134995,1074,1572
135006,3234,2294
135010,2678,2885
135016,6767,9287
135020,5740,5838
135024,1502,4052
135026,1212,982.3
135027,4852,5557
135032,1331,2117
135033,838.6,1137
135038,2024,1586
135043,1194,1372
135045,2139,2112
135051,2549,952.1
135058,2688,1352
135060,1700,4015
135067,1878,972.8
135068,2763,2091
135069,3188,4040
135071,2131,1250
135081,6887,7021
135084,4791,6523
135089,1613,3050
135090,820.7,607.1
135092,1978,3180
135097,1878,1562
135104,3188,2266
135109,8651,4584
135115,4986,4939
135117,2549,3571
135120,2774,2755
135123,5898,7594
135124,6198,4200
135125,5898,6695
135127,5898,8368
135129,955.4,570.6
135134,1297,849.7
135137,1536,4756
135139,3295,2376
135142,1728,2246
135147,2774,1706
135148,1807,2112
135151,2303,1705
135153,2774,2468
135156,820.7,1254
135157,1428,1674
135161,1700,1568
135165,2937,3049
135168,1395,2146
135169,1.575e+04,3.494e+04
135171,1613,1928
135172,5173,3328
135176,2232,2516
135181,1978,2054
135188,926.1,643.8
135190,1978,2848
135195,3295,2127
135197,1238,2134
135198,981.3,832.4
135200,1978,6036
135207,3084,4547
135208,1700,1490
135209,981.3,391.1
135210,2884,4555
135212,9072,1.264e+04
135213,868,780.5
135214,2131,2487
135215,3744,7312
135216,815.5,873
135222,1853,722.4
135227,2804,3253
135229,1700,784.9
135231,6359,7575
135232,1457,957.8
135233,1502,681.9
135238,815.5,986.3
135240,2549,4135
135241,2046,1503
135243,1502,442.4
135246,2232,3366
135247,3528,6473
135252,5387,3894
135254,8651,7431
135256,955.4,864
135257,8739,6728
135258,1840,1974
135259,1047,175.2
135264,3528,3486
135279,6464,6125
135280,4986,5548
135281,2219,6197
135282,838.6,513.3
135283,1960,1274
135290,847.7,593.4
135291,2374,2094
135301,1978,907.8
135305,955.4,851.2
135308,1536,2797
135309,3847,4563
135314,1728,3773
135316,1960,3615
135319,2356,1960
135324,1359,1340
135327,1074,1720
135328,3295,2498
135334,3676,451.8
135339,2521,2583
135340,8172,8570
135341,1303,2540
135346,4986,4312
135347,2046,1500
135349,1212,533.2
135351,3939,4823
135352,2984,3440
135357,1700,2607
135366,1047,1472
135371,932.8,571.9
135377,1212,1478
135379,3188,4401
135384,815.5,679.5
135385,1700,1765
135393,1295,1722
135395,2521,3576
135396,1457,1356
135399,2219,1213
135405,1862,2434
135406,1978,1605
135407,2762,1797
135410,1121,2380
135412,1536,5746
135419,3188,4271
135423,1298,1004
135433,1009,789.9
135435,1613,1809
135439,932.8,876.9
135440,1297,1489
135442,955.4,964.4
135446,1265,1533
135450,815.5,1332
135452,1960,1347
135454,1066,760.1
135456,3036,3472
135459,2107,2661
135465,1298,1379
135466,6767,1.055e+04
135470,1700,1302
135472,1359,1166
135473,2678,4107
135476,994.6,658.5
135483,5283,6453
135492,2937,4332
135493,1428,580.6
135495,838.6,738.4
135497,932.8,305.1
135499,2392,1130
135500,1728,1248
135501,4986,9758
135514,3765,2460
135515,1613,3767
135519,2549,2543
135520,1.049e+04,9142
135522,1160,578.4
135528,3744,2094
135530,2303,2335
135534,1212,1930
135536,2549,2036
135539,2131,1696
135542,1640,2967
135547,1047,2342
135549,1878,829.3
135551,2431,2303
135553,4791,80
135554,1251,728.9
135556,2057,2063
135557,1147,1277
135559,2346,2704
135564,2232,1258
135572,2549,6636
135579,1700,2127
135580,2024,1295
135581,1568,1326
135584,2131,4158
135585,2678,1568
135589,1700,3031
135590,1522,923
135605,2587,1851
135606,955.4,880.2
135607,1700,4197
135609,2521,1546
135612,5340,5075
135615,1613,1674
135616,1700,1941
135620,1395,810
135622,7530,3897
135623,490.2,281.5
135624,1066,603.5
135626,3188,1894
135638,4186,3392
135643,994.6,444.7
135646,847.7,931.4
135649,1878,3051
135650,955.4,975
135654,3295,2886
135658,5294,6706
135659,1457,1192
135660,2057,2226
135661,1840,1782
135663,2303,3831
135664,1212,814.6
135666,1536,963.9
135668,1264,620.9
135672,2346,2586
135673,1621,865.5
135677,1457,1164
135678,1878,3913
135681,2688,4902
135685,926.1,742.5
135686,3188,4249
135689,1522,1535
135690,5283,5275
135691,9609,1.003e+04
135692,1395,762.5
135697,994.6,789.2
135698,3295,3938
135700,3188,2319
135701,2937,2219
135702,2804,2200
135704,1977,8953
135709,1.049e+04,1.29e+04
135710,2131,1168
135711,2549,3259
135713,2762,3767
135715,6464,5334
135716,1298,716
135718,1640,793
135723,1395,1505
135725,2521,1927
135726,4852,3066
135729,7703,8668
135732,1878,3772
135736,994.6,789.1
135738,926.1,634.1
135742,3084,2250
135745,1264,3808
135746,1840,1968
135747,1613,1197
135750,3036,2403
135760,4852,8844
135762,2796,2140
135767,4791,4645
135775,1621,1648
135780,1.567e+04,1.242e+04
135781,7530,6578
135783,8172,3761
135785,4186,4174
135787,4462,2682
135789,1568,4972
135792,1978,1300
135794,1265,3479
135796,1878,2841
135798,4523,5780
135802,2549,3640
135805,4260,3579
135807,1878,837.1
135815,3188,2668
135819,1395,1023
135821,1212,944.9
135825,1728,1443
135830,2232,2955
135831,1536,4006
135832,2431,2058
135833,1728,1400
135834,2346,412.3
135836,1536,2172
135837,1960,976.6
135838,1853,1850
135841,2496,3451
135852,1359,582.2
135853,1279,2767
135859,4986,6076
135861,5387,5576
135867,2046,1172
135868,3043,718.5
135870,1133,677.9
135871,2303,1229
135875,1801,3265
135877,3295,3038
135880,3295,9225
135884,1700,2886
135885,1977,998.2
135886,1621,2419
135888,1359,1780
135892,2564,2637
135894,4523,3668
135896,2139,1646
135898,1807,1903
135900,1297,2818
135906,1853,2917
135907,3084,4072
135909,5283,5333
135910,1862,3838
135911,3614,4226
135917,1047,2617
135926,1121,980.1
135930,2392,1325
135933,4791,8777
135944,2139,1696
135946,2131,3021
135948,3957,4469
135950,2431,819.8
135952,1066,808.8
135954,5283,2085
135966,1.088e+04,1.711e+04
135967,1331,1449
135975,4523,1451
135983,3084,2051
135984,1297,1822
135985,5267,5915
135986,5724,4757
135994,1148,1287
136001,3676,5306
136003,1121,955.5
136006,2496,2873
136008,3277,3915
136010,2374,2635
136011,955.4,1144
136012,1303,1184
136019,717.7,986.4
136021,1212,784.4
136025,1212,751.3
136026,1977,862.8
136027,1862,1528
136028,955.4,5708
136030,1303,1134
136040,1343,1124
136042,2937,2946
136054,8651,1.228e+04
136055,1121,1292
136056,2303,2717
136062,6592,6901
136072,5953,6360
136078,2303,1673
136082,1840,2169
136089,1.088e+04,1.441e+04
136093,1297,200.8
136094,2232,752.1
136099,784.8,264.2
136100,3676,4694
136103,1298,1320
136108,1909,1343
136115,1212,1062
136116,1047,841.2
136125,1878,1049
136127,1121,4476
136134,1159,1319
136137,1978,502.1
136138,3939,3426
136147,3295,4101
136148,2219,2302
136149,1155,904.9
136155,1074,2044
136156,5173,3659
136157,1700,1788
136160,5283,1477
136163,2678,1.832e+04
136171,1297,2624
136174,1728,1252
136175,1960,1442
136181,1135,1256
136183,2774,2557
136185,2774,5596
136187,1978,1619
136188,926.1,798.6
136189,8651,9641
136191,1522,1579
136198,2256,1903
136210,1728,2195
136211,2496,5817
136213,2431,2023
136217,2303,1583
136223,2374,4362
136229,3277,2751
136230,2057,1458
136234,1728,2939
136235,2539,4066
136237,8651,1.88e+04
136239,4330,1165
136240,2774,5448
136242,1728,1714
136246,2057,2934
136247,2678,1953
136252,717.6,839.8
136258,2739,3187
136259,9609,3653
136260,1297,892
136261,1536,1021
136264,3295,2769
136269,1212,972.2
136270,1265,1000
136271,2688,9060
136276,2688,2942
136280,4791,7104
136281,5740,6351
136283,1212,786.2
136284,5898,580
136285,1502,1553
136287,1728,2361
136290,2688,2614
136291,2374,5158
136304,2303,2287
136308,1457,1611
136312,1121,1746
136316,2346,4927
136317,4186,3824
136320,2804,3640
136327,1862,1790
136330,2496,5021
136331,3043,3884
136333,4330,4221
136336,2108,1091
136338,1155,2643
136339,8172,1.838e+04
136340,3676,2978
136342,8172,1.001e+04
136345,1853,1875
136346,1978,3513
136348,3676,5014
136350,2131,3017
136353,2346,1242
136354,4186,4785
136356,1801,1290
136359,8172,9725
136360,1512,2293
136368,1074,3091
136372,1613,1422
136373,1472,810.3
136374,3676,2537
136376,717.7,1091
136378,5294,567
136382,2024,1003
136388,1472,1356
136391,4330,2804
136395,1568,899.1
136397,1801,1589
136398,1522,3718
136399,1909,1022
136401,1728,1064
136402,2346,2178
136403,1121,1252
136406,1502,696.4
136409,2131,2521
136416,2996,1821
136417,867.5,1060
136418,1212,878.5
136420,1878,1382
136422,1343,1768
136426,1428,1176
136431,2688,5369
136434,1.122e+04,9685
136435,2996,3112
136436,2559,1116
136441,1840,903.9
136444,809.4,1353
136445,1395,683.7
136451,3036,2165
136453,3558,2072
136458,1840,1781
136460,2796,2163
136464,3676,6242
136465,2678,2397
136477,2774,1630
136478,3892,3333
136479,3585,1553
136480,3744,5763
136482,2774,2247
136483,1568,1449
136489,1133,1510
136490,5740,1.783e+04
136491,1909,3134
136495,9609,4545
136502,9609,9282
136511,2539,2281
136517,1212,521.6
136519,5173,5858
136520,1700,6607
136526,5740,3727
136528,3295,4860
136537,1047,720.2
136544,6902,7298
136545,1212,1725
136547,3744,9431
136553,1395,844.8
136557,751.5,383.1
136558,4911,1.024e+04
136561,1807,5841
136575,1074,1442
136576,1212,572.9
136577,5283,6045
136578,3915,3243
136583,1522,3135
136584,4791,9463
136586,1640,2082
136588,3188,4284
136590,1194,3203
136594,1909,2150
136598,2804,4940
136600,5724,1.042e+04
136602,1536,2628
136603,5898,7745
136605,2688,1626
136608,1536,559.2
136610,2057,3919
136612,1807,1548
136616,3036,3997
136618,2549,3628
136619,1502,1554
136620,6464,7550
136623,1212,996.6
136626,3084,6650
136634,2937,3559
136635,1457,2781
136637,955.4,571.6
136638,1009,903
136641,3188,4434
136642,932.8,2874
136647,1807,1376
136648,717.7,1166
136649,1160,1281
136650,1359,1457
136653,4330,1604
136655,1700,2020
136657,5340,280
136658,2024,2265
136660,926.1,955.9
136661,1853,1574
136666,3036,4535
136668,717.6,508.1
136669,838.6,461.6
136675,2688,1198
136677,5173,4453
136679,1212,1020
136689,1395,1603
136696,2884,4211
136697,5898,1.039e+04
136698,1621,593.3
136708,4523,3954
136710,1728,1215
136712,3915,2695
136713,1359,1443
136716,2131,950
136717,2346,4632
136718,2131,2343
136720,994.6,701.7
136729,1194,810.9
136731,2346,2717
136737,1009,1624
136739,776.9,666.5
136740,2303,2218
136747,4523,4275
136757,1074,817
136759,1621,2010
136760,1613,1338
136763,1568,1955
136764,1568,686.6
136766,1728,1243
136771,1295,4167
136774,3394,6380
136778,1853,683.8
136779,1606,1594
136780,1212,831.2
136785,2496,1471
136786,4462,8019
136788,926.1,199.7
136789,1212,997.1
136790,1395,1338
136791,1009,754.1
136792,2431,2679
136794,5898,8365
136798,1074,1088
136804,1121,372.1
136807,1502,2967
136815,6242,6426
136816,2232,1301
136819,1853,1673
136821,3295,3888
136823,3915,2637
136828,1700,3002
136829,3676,5138
136832,1095,783.3
136834,1878,611.2
136837,490.2,669.4
136842,2937,5602
136854,2688,3927
136856,2303,1412
136861,640.9,641.1
136862,426.8,365
136865,7530,1.596e+04
136870,9513,9056
136872,2374,4021
136875,2346,2378
136876,2232,6223
136879,1331,589.1
136881,2774,3803
136884,1212,1224
136888,1066,515
136889,981.3,2020
136891,1807,3783
136899,1251,3205
136900,1409,2432
136901,2024,3904
136902,2539,2146
136904,2303,945.4
136906,5267,7745
136908,3389,1305
136909,1853,2881
136910,3084,1918
136911,5279,6095
136913,1840,4406
136917,3188,4149
136918,1009,596.5
136923,1194,670.9
136927,1522,727.6
136929,2549,3532
136930,4911,3765
136931,6592,7508
136939,1174,1599
136940,3188,8343
136942,2024,2177
136943,2762,1709
136944,4260,2025
136945,2521,1768
136949,1472,2891
136950,1960,1893
136951,1840,3352
136952,2937,1339
136953,717.7,593.5
136954,1621,1585
136959,2762,2767
136963,2688,1973
136965,2303,3807
136976,3043,6446
136977,3528,3717
136978,1522,2384
136983,6242,9363
136988,2539,1647
136994,2431,6020
136997,3084,5127
136998,2996,8718
137001,6198,4045
137002,1359,2297
137004,751.5,971.7
137006,1700,3804
137013,1700,1775
137014,4986,6380
137015,3295,6880
137018,1606,994.2
137023,3285,2455
137024,1155,710.1
137025,3744,4113
137028,1878,1724
137031,2303,3471
137032,6592,2360
137033,3389,4020
137037,1359,837.1
137038,4330,5718
137041,1801,2930
137043,2392,1269
137044,3939,3752
137048,1728,1506
137056,3277,3529
137063,2937,1722
137069,5267,2869
137071,5173,5267
137074,5340,6704
137076,1801,1826
137077,2046,2685
137081,1568,1498
137083,1568,2271
137084,3188,4578
137085,1621,2266
137087,2256,4909
137088,2539,5333
137089,2762,3038
137092,1359,1379
137094,2431,6337
137096,1807,1487
137099,1502,1896
137101,2057,3181
137111,1215,1074
137118,3084,1813
137120,1522,3076
137121,2431,1821
137122,1606,1065
137124,3411,8882
137125,4186,5235
137126,1298,923.1
137127,1502,803.4
137129,867.5,1663
137131,1700,708.3
137132,1148,1438
137136,1700,2268
137139,1801,1131
137147,1457,764
137149,1331,1385
137151,6359,9535
137158,1066,948.1
137169,1878,2627
137171,1155,579.5
137172,3295,6246
137174,2521,758.9
137177,2763,1953
137178,1502,1273
137181,1568,1658
137186,2496,3608
137187,1640,1832
137188,1047,803.8
137192,847.7,1045
137193,1502,682.8
137194,2431,2442
137195,955.4,461.5
137197,1853,1631
137203,2374,3048
137207,1878,2641
137208,1155,3212
137210,5724,4178
137211,2804,4774
137214,1155,710.2
137216,1978,1044
137219,3036,2666
137220,2774,2568
137221,2884,3185
137224,2374,4816
137225,1457,1095
137228,3411,4171
137235,4911,5226
137237,4330,4490
137239,3744,4621
137242,751.5,828.1
137245,1700,1557
137246,1264,595.2
137247,1359,969.9
137249,1840,3562
137250,1640,2096
137252,1536,1799
137255,5283,6351
137257,4349,4146
137259,2219,2530
137262,1212,5141
137268,2431,3740
137269,1066,1327
137276,3295,3493
137277,2549,1160
137278,1522,2008
137280,3295,4295
137290,3744,1527
137291,2346,2621
137295,994.6,816
137296,2139,1197
137297,1878,788
137298,1159,1757
137300,1160,615
137301,1840,1357
137302,8651,8384
137306,868,1068
137307,1977,2021
137308,2937,3197
137315,815.5,757.9
137316,2024,2004
137320,1700,973.2
137322,6592,7326
137323,1700,4830
137324,3084,5936
137325,3188,2642
137331,2937,4864
137333,3295,4412
137336,1606,1594
137340,2131,1208
137353,1960,1876
137356,3744,3893
137358,3957,1788
137363,1700,2271
137368,2688,1821
137369,3333,8490
137378,4791,4622
137379,3676,5691
137382,1951,1321
137386,1878,645.2
137389,2937,1976
137390,1457,625.9
137391,1502,797.7
137393,4080,4215
137394,1909,2831
137398,1066,868.4
137399,4643,5334
137402,4330,4710
137403,1853,2731
137407,2024,4122
137408,1212,2417
137414,3188,1291
137415,4852,8410
137418,1840,3965
137421,8651,1.022e+04
137429,4791,1.195e+04
137432,2549,2989
137439,1606,1213
137441,2688,2859
137450,3295,3697
137451,926.1,687.8
137453,1.43e+04,2.867e+04
137454,1613,1094
137455,7462,5605
137461,3295,1475
137462,2688,2815
137465,1801,1276
137469,1.088e+04,1.139e+04
137477,1424,1581
137481,1853,1070
137490,1978,2292
137494,1621,2502
137498,2937,2306
137502,2046,1090
137514,4349,9924
137519,8172,1.06e+04
137523,1700,941.2
137524,2024,4164
137536,1395,907
137539,2678,2037
137541,5953,4145
137542,2549,1757
137544,932.8,1747
137549,981.3,531
137551,2937,2362
137553,3043,4105
137554,1135,1029
137555,1298,3711
137560,1502,512
137562,1502,392.9
137566,3744,2681
137569,2024,2134
137570,1265,2132
137572,2131,2002
137576,1568,871.5
137577,4791,6173
137580,1536,671
137582,3065,971.2
137584,1536,935
137585,2232,1791
137588,1251,1423
137589,1978,1550
137590,1212,1337
137593,1853,1463
137596,1862,828.3
137600,1728,1460
137603,829.4,1006
137606,1700,1426
137610,1297,1119
137611,3915,3552
137618,2139,1560
137620,3915,2374
137623,4986,7972
137628,1544,993.3
137638,3084,3130
137639,1853,2474
137645,2303,2578
137656,1395,1498
137658,1700,2796
137659,6464,4920
137660,1395,1564
137663,3295,3560
137664,3957,3260
137665,2057,1662
137666,4260,5169
137669,1640,1464
137676,1.122e+04,1.139e+04
137677,1409,1330
137680,1121,1365
137682,6887,9623
137685,1728,970
137686,1066,1002
137695,1700,939.4
137698,1978,6466
137700,1303,2894
137703,2303,1704
137704,2057,1649
137707,3915,3402
137708,2131,1767
137710,8172,1.229e+04
137713,1303,1664
137719,3188,6116
137722,1303,641.7
137723,1297,1306
137730,1212,549.7
137734,1472,1820
137742,1155,759.8
137744,3188,3011
137752,1700,3262
137756,1960,1617
137759,1194,1071
137764,1297,1119
137766,6887,1.287e+04
137767,1606,2476
137769,1522,1180
137770,1700,2544
137774,1212,2718
137775,8739,2629
137776,1472,1321
137778,1700,2116
137798,1121,2002
137799,838.6,581.9
137802,926.1,317.2
137804,6464,3671
137805,1303,1668
137809,1878,2760
137811,1303,1240
137812,1621,752.4
137815,717.6,176.9
137816,1960,1735
137819,994.6,950.8
137827,1472,2812
137828,3389,2515
137830,1728,2403
137837,3277,3650
137843,2549,1836
137845,3915,3384
137847,5898,4327
137852,1512,933.2
137855,2131,1086
137856,1279,777.6
137860,2303,1379
137863,1395,2790
137864,820.7,836
137865,932.8,2291
137866,5173,4971
137867,1009,1751
137868,2539,1354
137869,2303,3103
137872,1978,2708
137873,1359,824.3
137883,1047,985.5
137889,1297,3319
137891,1212,1360
137893,3892,3961
137897,3295,1074
137898,3585,1952
137902,2804,1877
137904,847.7,378.1
137907,1279,718.5
137908,994.6,1030
137911,2392,4832
137912,5502,6742
137917,2232,2664
137919,3084,1647
137922,784.8,615.7
137923,9072,1.332e+04
137928,1424,2514
137930,4911,2994
137931,1.049e+04,7930
137933,1297,1781
137937,2232,1687
137939,1212,1784
137940,2346,1718
137944,2549,2440
137948,1428,2165
137956,1028,1056
137963,3188,1698
137967,3957,3870
137968,1801,2646
137970,426.8,201.3
137971,1621,2610
137973,2587,3504
137984,6767,5231
137985,1613,1187
137986,955.4,1278
137989,3411,2235
137992,2346,2635
137995,1461,2377
137998,1700,2094
137999,1613,531.6
138000,847.7,935.3
138002,2131,3418
138004,2774,3554
138009,1621,981.7
138011,2762,4569
138013,1536,896.5
138014,1148,823.9
138015,2496,2287
138016,8172,1.144e+04
138019,2587,1715
138028,2937,4330
138031,2564,2778
138036,2374,1037
138037,1457,1288
138038,3333,4629
138043,5283,3337
138049,3188,996.7
138050,751.5,5488
138051,4349,2485
138055,1978,1335
138059,808,846.8
138061,994.6,487.8
138073,3277,1922
138074,1978,1775
138078,1359,1042
138079,1640,1338
138081,1066,1353
138082,2564,2318
138085,1428,638.7
138087,1047,1099
138090,3528,1749
138091,4986,4279
138093,5392,4131
138096,2884,3272
138097,2688,3955
138104,1.049e+04,1.073e+04
138106,6887,4114
138112,1960,1429
138113,3528,2104
138116,2356,5185
138117,2131,1222
138122,1212,1842
138123,776.9,532.3
138125,2431,3260
138133,2549,1950
138137,4186,5575
138139,926.1,1036
138140,1909,4340
138143,1522,3264
138144,2131,3025
138155,1536,1253
138157,1613,448.7
138163,1279,1582
138171,838.6,554.5
138173,2539,3104
138175,1457,844.8
138179,1095,1023
138180,2431,2475
138184,1395,475.9
138187,8172,5478
138188,2688,7585
138190,2057,3069
138191,1074,644.6
138195,1536,3095
138196,1728,396.1
138198,1121,5649
138199,732.4,760.7
138200,2139,2138
138203,1343,1003
138205,1640,1854
138207,2057,2784
138208,3188,1987
138210,1251,5953
138216,3188,4041
138219,784.8,909.5
138223,2046,2825
138225,2131,2593
138230,3820,2125
138232,3295,3407
138234,994.6,380.2
138239,2057,3738
138241,932.8,549.7
138248,1700,1347
138250,1568,660.1
138255,5283,4901
138256,1297,1299
138261,5724,1.044e+04
138264,1066,574.6
138265,2303,3897
138269,1121,1637
138270,2024,1162
138272,5387,1827
138274,3957,2754
138278,2549,2505
138281,5283,2562
138286,2303,1.062e+04
138287,4349,4653
138292,1801,2635
138293,1801,4015
138298,2356,3908
138300,1502,6786
138304,815.5,1653
138306,1568,1332
138309,4791,4358
138311,1878,338.4
138312,1960,2755
138323,2539,1042
138334,2678,2682
138337,2346,613.6
138338,2374,2233
138341,2024,2416
138343,1807,1529
138345,7473,4664
138347,2108,1112
138355,7530,7271
138357,1424,917.8
138358,1862,1870
138359,3295,6701
138367,2392,7358
138369,981.3,242.5
138370,3744,6972
138371,2996,1344
138374,4986,4173
138377,5898,6705
138379,1951,1303
138382,1978,776.1
138384,1395,1043
138387,3585,4096
138388,2303,3673
138389,2688,2542
138392,2046,1798
138393,3744,4204
138394,2937,2633
138398,3389,3158
138408,1298,2303
138409,1457,2239
138411,1878,2772
138414,2232,3424
138420,2108,1928
138421,2046,3456
138427,1640,4591
138430,868,423.3
138431,3558,3018
138432,6198,5781
138433,3744,3299
138436,784.8,460.9
138438,2688,3810
138440,1613,1521
138441,1909,1983
138443,4852,4475
138444,1773,1540
138445,815.5,438.8
138449,1303,3925
138450,4330,1963
138452,5898,5026
138455,1472,670.3
138456,1212,262
138459,3765,2465
138462,1155,2728
138463,2346,2618
138472,2431,4529
138478,2139,2893
138481,2549,6989
138482,1728,1739
138484,6464,8451
138489,1.401e+04,2.104e+04
138495,847.7,824
138498,717.7,1018
138502,2521,648.2
138507,3514,4670
138508,9528,6195
138509,2303,2522
138510,1343,3496
138525,2057,1286
138526,3084,3531
138527,7530,8330
138532,1640,1391
138535,2564,2589
138536,1066,986.4
138545,1395,752.5
138549,3744,3011
138551,2884,3136
138553,1095,2086
138556,2303,1064
138559,3188,3781
138560,1121,1095
138562,2374,1036
138563,3558,1.553e+04
138568,1700,1287
138570,1343,2996
138571,4852,4018
138576,1807,3082
138582,981.3,514.4
138583,6464,8444
138589,3676,5832
138590,3957,5076
138599,2774,3557
138601,5173,5655
138607,2346,4598
